accuracy,loss,val_accuracy,val_loss
0.4550322890281677,1.3809071779251099,0.5340050458908081,1.0470818281173706
0.5674909353256226,1.006807804107666,0.6851385235786438,0.7469730973243713
0.6506536602973938,0.8112620115280151,0.7267002463340759,0.6220088601112366
0.7034178376197815,0.6957271695137024,0.7865239381790161,0.5041379928588867
0.7448416948318481,0.6075296998023987,0.8835012316703796,0.40820181369781494
0.774925172328949,0.5533707737922668,0.8910579085350037,0.37070271372795105
0.8020160794258118,0.4906475841999054,0.8715365529060364,0.3408444821834564
0.8267443776130676,0.43890446424484253,0.9187657237052917,0.2703741788864136
0.838557243347168,0.4186536967754364,0.8992443084716797,0.28150439262390137
0.8554102778434753,0.38122203946113586,0.8942065238952637,0.30584394931793213
0.8582453727722168,0.3732997179031372,0.9256926774978638,0.22915536165237427
0.8771460056304932,0.3329339325428009,0.9471032619476318,0.19157569110393524
0.8862813115119934,0.3132426142692566,0.9590680003166199,0.166289821267128
0.8913214802742004,0.30393481254577637,0.9603274464607239,0.16827334463596344
0.8925815224647522,0.28847989439964294,0.9641057848930359,0.16097357869148254
0.9110096096992493,0.26068130135536194,0.9275818467140198,0.21196439862251282
0.9051819443702698,0.26425525546073914,0.9653652310371399,0.14334598183631897
0.907229483127594,0.25169676542282104,0.9546599388122559,0.1424694061279297
0.9127421379089355,0.2516578435897827,0.9596977233886719,0.13428357243537903
0.9162072539329529,0.23584428429603577,0.9622166156768799,0.12842704355716705
0.9247125387191772,0.22205914556980133,0.9521410465240479,0.1432875394821167
0.9240825176239014,0.22527769207954407,0.9710327386856079,0.11226335167884827
0.925972580909729,0.21719300746917725,0.9641057848930359,0.11842021346092224
0.9273901581764221,0.2130817025899887,0.9527707695960999,0.12872816622257233
0.9253425598144531,0.22525566816329956,0.9722921848297119,0.11204873025417328
0.931327760219574,0.2023276835680008,0.9546599388122559,0.12660330533981323
0.9318003058433533,0.2111532986164093,0.9559193849563599,0.12424465268850327
0.9272326231002808,0.2017126977443695,0.9647355079650879,0.11806517839431763
0.9322727918624878,0.19988389313220978,0.9615868926048279,0.10862933099269867
0.9341628551483154,0.19618991017341614,0.9678841233253479,0.11413594335317612
0.9374704957008362,0.18799807131290436,0.9659949541091919,0.10357129573822021
0.9352654218673706,0.19141042232513428,0.9685138463973999,0.11379455029964447
0.9346354007720947,0.18897750973701477,0.9691435694694519,0.10235177725553513
0.9351078867912292,0.18628627061843872,0.9704030156135559,0.11343719810247421
0.9432981610298157,0.17997334897518158,0.9754408001899719,0.09219420701265335
0.9423531293869019,0.18245360255241394,0.9691435694694519,0.11035624146461487
0.9423531293869019,0.17152079939842224,0.9710327386856079,0.0994170606136322
0.9381005167961121,0.18801289796829224,0.9704030156135559,0.10604207962751389
0.9432981610298157,0.16662850975990295,0.9697732925415039,0.0985359400510788
0.9407780766487122,0.17607343196868896,0.9691435694694519,0.09815441817045212
