Serial Number of system during year,Basin of origin,Date(DD-MM-YYYY),Time (UTC),"CI No [or ""T. No""]","Estimated Central Pressure (hPa) [or ""E.C.P""]",Maximum Sustained Surface Wind (kt) ,Grade (text),Year
15,BOB,23-12-2022 00:00,300,1.5,1004,25,D,2022
15,BOB,23-12-2022 00:00,600,1.5,1004,25,D,2022
15,BOB,23-12-2022 00:00,1200,1.5,1004,25,D,2022
15,BOB,23-12-2022 00:00,1800,1.5,1004,25,D,2022
15,BOB,24-12-2022 00:00,0,1.5,1004,25,D,2022
15,BOB,24-12-2022 00:00,300,1.5,1004,25,D,2022
15,BOB,24-12-2022 00:00,600,1.5,1004,25,D,2022
15,BOB,24-12-2022 00:00,1200,1.5,1004,25,D,2022
15,BOB,24-12-2022 00:00,1800,1.5,1004,25,D,2022
15,BOB,25-12-2022 00:00,0,1.5,1004,25,D,2022
15,BOB,25-12-2022 00:00,300,1.5,1004,25,D,2022
15,BOB,25-12-2022 00:00,600,1.5,1004,25,D,2022
1,BOB,30-01-2023 00:00,300,1.5,1004,25,D,2023
1,BOB,30-01-2023 00:00,600,1.5,1004,25,D,2023
1,BOB,30-01-2023 00:00,1200,1.5,1004,25,D,2023
1,BOB,30-01-2023 00:00,1800,1.5,1004,25,D,2023
1,BOB,31-01-2023 00:00,0,1.5,1004,25,D,2023
1,BOB,31-01-2023 00:00,300,1.5,1004,25,D,2023
1,BOB,31-01-2023 00:00,600,1.5,1004,25,D,2023
1,BOB,31-01-2023 00:00,1200,1.5,1004,25,D,2023
1,BOB,31-01-2023 00:00,1800,1.5,1004,25,D,2023
1,BOB,01-02-2023 00:00,0,1.5,1004,25,D,2023
1,BOB,01-02-2023 00:00,300,1.5,1004,25,D,2023
1,BOB,01-02-2023 00:00,600,1.5,1004,25,D,2023
1,BOB,01-02-2023 00:00,1200,1.5,1004,25,D,2023
1,BOB,01-02-2023 00:00,1800,1.5,1004,25,D,2023
1,BOB,02-02-2023 00:00,0,1.5,1004,25,D,2023
1,BOB,02-02-2023 00:00,300,1.5,1004,20,D,2023
1,BOB,02-02-2023 00:00,600,1.5,1006,20,D,2023
1,BOB,02-02-2023 00:00,1200,1.5,1006,20,D,2023
1,BOB,02-02-2023 00:00,1200,1.5,1006,20,D,2023
1,BOB,02-02-2023 00:00,1200,1.5,1006,20,D,2023
2,BOB,09-05-2023 00:00,1200,1.5,1002,25,D,2023
2,BOB,09-05-2023 00:00,1800,1.5,1002,25,D,2023
2,BOB,10-05-2023 00:00,0,2,1000,30,DD,2023
2,BOB,10-05-2023 00:00,300,2,1000,30,DD,2023
2,BOB,10-05-2023 00:00,600,2,999,30,DD,2023
2,BOB,10-05-2023 00:00,1200,2,998,30,DD,2023
2,BOB,10-05-2023 00:00,1800,2,998,30,DD,2023
2,BOB,11-05-2023 00:00,0,2.5,997,35,CS,2023
2,BOB,11-05-2023 00:00,300,2.5,996,35,CS,2023
2,BOB,11-05-2023 00:00,600,3,996,45,CS,2023
2,BOB,11-05-2023 00:00,900,3,996,45,CS,2023
2,BOB,11-05-2023 00:00,1200,3,994,50,SCS,2023
2,BOB,11-05-2023 00:00,1500,3.5,992,50,SCS,2023
2,BOB,11-05-2023 00:00,1800,3.5,992,50,SCS,2023
2,BOB,11-05-2023 00:00,2100,3.5,986,60,SCS,2023
2,BOB,12-05-2023 00:00,0,4,982,65,VSCS,2023
2,BOB,12-05-2023 00:00,300,4,982,65,VSCS,2023
2,BOB,12-05-2023 00:00,600,4.5,974,75,VSCS,2023
2,BOB,12-05-2023 00:00,900,5,970,85,VSCS,2023
2,BOB,12-05-2023 00:00,1200,5,970,85,VSCS,2023
2,BOB,12-05-2023 00:00,1500,5.5,964,90,SuCS,2023
2,BOB,12-05-2023 00:00,1800,5.5,954,100,SuCS,2023
2,BOB,12-05-2023 00:00,2100,5.5,954,100,SuCS,2023
2,BOB,13-05-2023 00:00,0,5.5,954,100,SuCS,2023
2,BOB,13-05-2023 00:00,300,5.5,954,100,SuCS,2023
2,BOB,13-05-2023 00:00,600,5.5,950,105,SuCS,2023
2,BOB,13-05-2023 00:00,900,5.5,950,105,SuCS,2023
2,BOB,13-05-2023 00:00,1200,6,944,110,SuCS,2023
2,BOB,13-05-2023 00:00,1500,6,944,110,SuCS,2023
2,BOB,13-05-2023 00:00,1800,6,938,115,SuCS,2023
2,BOB,13-05-2023 00:00,2100,6,938,115,SuCS,2023
2,BOB,14-05-2023 00:00,0,6,938,115,SuCS,2023
2,BOB,14-05-2023 00:00,300,6,944,110,SuCS,2023
2,BOB,14-05-2023 00:00,600,5.5,952,100,SuCS,2023
2,BOB,14-05-2023 00:00,900,5,964,90,SuCS,2023
2,BOB,14-05-2023 00:00,1200,4.5,974,75,VSCS,2023
2,BOB,14-05-2023 00:00,1500,3.5,984,60,SCS,2023
2,BOB,14-05-2023 00:00,1800,3,992,50,SCS,2023
2,BOB,14-05-2023 00:00,2100,2.5,996,35,CS,2023
2,BOB,15-05-2023 00:00,0,1.5,1000,25,D,2023
2,BOB,15-05-2023 00:00,0,1.5,1000,25,D,2023
2,BOB,15-05-2023 00:00,0,1.5,1000,25,D,2023
3,AS,06-06-2023 00:00,0,1.5,1000,25,D,2023
3,AS,06-06-2023 00:00,300,1.5,1000,25,D,2023
3,AS,06-06-2023 00:00,600,2,999,30,DD,2023
3,AS,06-06-2023 00:00,1200,2.5,998,35,CS,2023
3,AS,06-06-2023 00:00,1500,2.5,998,35,CS,2023
3,AS,06-06-2023 00:00,1800,2.5,996,40,CS,2023
3,AS,06-06-2023 00:00,2100,3,996,45,CS,2023
3,AS,07-06-2023 00:00,0,3.5,990,55,SCS,2023
3,AS,07-06-2023 00:00,300,3.5,988,60,SCS,2023
3,AS,07-06-2023 00:00,600,4,983,65,VSCS,2023
3,AS,07-06-2023 00:00,900,4,983,65,VSCS,2023
3,AS,07-06-2023 00:00,1200,4,983,65,VSCS,2023
3,AS,07-06-2023 00:00,1500,4,983,65,VSCS,2023
3,AS,07-06-2023 00:00,1800,4,980,70,VSCS,2023
3,AS,07-06-2023 00:00,2100,4,980,70,VSCS,2023
3,AS,08-06-2023 00:00,0,4.5,978,75,VSCS,2023
3,AS,08-06-2023 00:00,300,4.5,978,75,VSCS,2023
3,AS,08-06-2023 00:00,600,4.5,978,75,VSCS,2023
3,AS,08-06-2023 00:00,900,4.5,978,75,VSCS,2023
3,AS,08-06-2023 00:00,1200,4.5,978,75,VSCS,2023
3,AS,08-06-2023 00:00,1500,4.5,978,75,VSCS,2023
3,AS,08-06-2023 00:00,1800,4.5,978,75,VSCS,2023
3,AS,08-06-2023 00:00,2100,4.5,978,75,VSCS,2023
3,AS,09-06-2023 00:00,0,4.5,978,75,VSCS,2023
3,AS,09-06-2023 00:00,300,4,980,70,VSCS,2023
3,AS,09-06-2023 00:00,600,4,980,70,VSCS,2023
3,AS,09-06-2023 00:00,900,4,980,70,VSCS,2023
3,AS,09-06-2023 00:00,1200,4,982,65,VSCS,2023
3,AS,09-06-2023 00:00,1500,4,982,65,VSCS,2023
3,AS,09-06-2023 00:00,1800,4,978,70,VSCS,2023
3,AS,09-06-2023 00:00,2100,4,976,70,VSCS,2023
3,AS,10-06-2023 00:00,0,4.5,974,75,VSCS,2023
3,AS,10-06-2023 00:00,300,4.5,972,75,VSCS,2023
3,AS,10-06-2023 00:00,600,4.5,970,75,VSCS,2023
3,AS,10-06-2023 00:00,900,4.5,966,80,VSCS,2023
3,AS,10-06-2023 00:00,1200,4.5,964,80,VSCS,2023
3,AS,10-06-2023 00:00,1500,4.5,964,80,VSCS,2023
3,AS,10-06-2023 00:00,1800,4.5,962,85,VSCS,2023
3,AS,10-06-2023 00:00,2100,4.5,962,85,VSCS,2023
3,AS,11-06-2023 00:00,0,5,960,90,SuCS,2023
3,AS,11-06-2023 00:00,300,5,958,90,SuCS,2023
3,AS,11-06-2023 00:00,600,5,958,90,SuCS,2023
3,AS,11-06-2023 00:00,900,5,958,90,SuCS,2023
3,AS,11-06-2023 00:00,1200,5,958,90,SuCS,2023
3,AS,11-06-2023 00:00,1500,5,958,90,SuCS,2023
3,AS,11-06-2023 00:00,1800,5,958,90,SuCS,2023
3,AS,11-06-2023 00:00,2100,5,958,90,SuCS,2023
3,AS,12-06-2023 00:00,0,5,958,90,SuCS,2023
3,AS,12-06-2023 00:00,300,5,958,90,SuCS,2023
3,AS,12-06-2023 00:00,600,5,958,90,SuCS,2023
3,AS,12-06-2023 00:00,900,5,958,90,SuCS,2023
3,AS,12-06-2023 00:00,1200,5,960,90,SuCS,2023
3,AS,12-06-2023 00:00,1500,5,960,90,SuCS,2023
3,AS,12-06-2023 00:00,1800,4.5,962,85,VSCS,2023
3,AS,12-06-2023 00:00,2100,4.5,962,85,VSCS,2023
3,AS,13-06-2023 00:00,0,4.5,962,85,VSCS,2023
3,AS,13-06-2023 00:00,300,4.5,962,85,VSCS,2023
3,AS,13-06-2023 00:00,600,4.5,962,85,VSCS,2023
3,AS,13-06-2023 00:00,900,4.5,962,85,VSCS,2023
3,AS,13-06-2023 00:00,1200,4.5,962,85,VSCS,2023
3,AS,13-06-2023 00:00,1500,4.5,962,85,VSCS,2023
3,AS,13-06-2023 00:00,1800,4.5,962,85,VSCS,2023
3,AS,13-06-2023 00:00,2100,4.5,964,85,VSCS,2023
3,AS,14-06-2023 00:00,0,4.5,966,80,VSCS,2023
3,AS,14-06-2023 00:00,300,4.5,966,80,VSCS,2023
3,AS,14-06-2023 00:00,600,4.5,966,80,VSCS,2023
3,AS,14-06-2023 00:00,900,4.5,966,80,VSCS,2023
3,AS,14-06-2023 00:00,1200,4.5,970,75,VSCS,2023
3,AS,14-06-2023 00:00,1500,4,974,70,VSCS,2023
3,AS,14-06-2023 00:00,1800,4,974,70,VSCS,2023
3,AS,14-06-2023 00:00,2100,4,974,70,VSCS,2023
3,AS,15-06-2023 00:00,0,4,974,70,VSCS,2023
3,AS,15-06-2023 00:00,300,4,974,70,VSCS,2023
3,AS,15-06-2023 00:00,600,4,976,65,VSCS,2023
3,AS,15-06-2023 00:00,900,4,976,65,VSCS,2023
3,AS,15-06-2023 00:00,1200,4,976,65,VSCS,2023
3,AS,15-06-2023 00:00,1500,4,976,65,VSCS,2023
3,AS,15-06-2023 00:00,1800,3.5,980,60,SCS,2023
3,AS,15-06-2023 00:00,2100,3,982,50,SCS,2023
3,AS,16-06-2023 00:00,0,3,978,50,SCS,2023
3,AS,16-06-2023 00:00,300,3,978,45,CS,2023
3,AS,16-06-2023 00:00,600,2.5,980,40,CS,2023
3,AS,16-06-2023 00:00,900,2.5,984,40,CS,2023
3,AS,16-06-2023 00:00,1200,2.5,986,35,CS,2023
3,AS,16-06-2023 00:00,1500,2.5,987,35,CS,2023
3,AS,16-06-2023 00:00,1800,2,988,30,DD,2023
3,AS,17-06-2023 00:00,0,2,988,30,DD,2023
3,AS,17-06-2023 00:00,300,2,988,30,DD,2023
3,AS,17-06-2023 00:00,600,2,989,30,DD,2023
3,AS,17-06-2023 00:00,1200,1.5,990,25,D,2023
3,AS,17-06-2023 00:00,1800,1.5,991,25,D,2023
3,AS,18-06-2023 00:00,0,1.5,991,25,D,2023
3,AS,18-06-2023 00:00,300,1.5,992,25,D,2023
3,AS,18-06-2023 00:00,600,1.5,994,25,D,2023
3,AS,18-06-2023 00:00,1200,1.5,995,20,D,2023
3,AS,18-06-2023 00:00,1800,1.5,995,20,D,2023
3,AS,19-06-2023 00:00,0,1.5,995,20,D,2023
3,AS,19-06-2023 00:00,0,1.5,995,20,D,2023
3,AS,19-06-2023 00:00,0,1.5,995,20,D,2023
3,AS,19-06-2023 00:00,0,1.5,995,20,D,2023
4,BOB,01-08-2023 00:00,0,1.5,992,25,D,2023
4,BOB,01-08-2023 00:00,300,2,990,30,DD,2023
4,BOB,01-08-2023 00:00,600,2,990,30,DD,2023
4,BOB,01-08-2023 00:00,1200,2,988,30,DD,2023
4,BOB,01-08-2023 00:00,1800,2,988,30,DD,2023
4,BOB,02-08-2023 00:00,0,2,988,30,DD,2023
4,BOB,02-08-2023 00:00,300,2,989,30,DD,2023
4,BOB,02-08-2023 00:00,600,2,989,30,DD,2023
4,BOB,02-08-2023 00:00,1200,1.5,990,25,D,2023
4,BOB,02-08-2023 00:00,1800,1.5,990,25,D,2023
4,BOB,03-08-2023 00:00,0,1.5,990,25,D,2023
4,BOB,03-08-2023 00:00,300,1.5,992,25,D,2023
4,BOB,03-08-2023 00:00,600,1.5,993,20,D,2023
4,BOB,03-08-2023 00:00,600,1.5,993,20,D,2023
4,BOB,03-08-2023 00:00,600,1.5,993,20,D,2023
4,BOB,03-08-2023 00:00,600,1.5,993,20,D,2023
5,AS,30-09-2023 00:00,300,1.5,1002,25,D,2023
5,AS,30-09-2023 00:00,600,1.5,1002,25,D,2023
5,AS,30-09-2023 00:00,1200,1.5,1002,25,D,2023
5,AS,30-09-2023 00:00,1800,1.5,1002,25,D,2023
5,AS,01-10-2023 00:00,0,1.5,1003,25,D,2023
5,AS,01-10-2023 00:00,0,1.5,1003,25,D,2023
5,AS,01-10-2023 00:00,0,1.5,1003,25,D,2023
5,AS,01-10-2023 00:00,0,1.5,1003,25,D,2023
6,AS,20-10-2023 00:00,300,1.5,1004,25,D,2023
6,AS,20-10-2023 00:00,600,1.5,1004,25,D,2023
6,AS,20-10-2023 00:00,1200,2,1003,30,DD,2023
6,AS,20-10-2023 00:00,1800,2,1002,30,DD,2023
6,AS,21-10-2023 00:00,0,2.5,1001,35,CS,2023
6,AS,21-10-2023 00:00,300,3,998,45,CS,2023
6,AS,21-10-2023 00:00,600,3,996,50,SCS,2023
6,AS,21-10-2023 00:00,900,3,995,50,SCS,2023
6,AS,21-10-2023 00:00,1200,3.5,992,55,SCS,2023
6,AS,21-10-2023 00:00,1500,4,988,65,VSCS,2023
6,AS,21-10-2023 00:00,1800,4.5,980,75,VSCS,2023
6,AS,21-10-2023 00:00,2100,4.5,976,80,VSCS,2023
6,AS,22-10-2023 00:00,0,4.5,972,85,VSCS,2023
6,AS,22-10-2023 00:00,300,5,964,95,SuCS,2023
6,AS,22-10-2023 00:00,600,5,964,95,SuCS,2023
6,AS,22-10-2023 00:00,900,5,964,95,SuCS,2023
6,AS,22-10-2023 00:00,1200,5,964,95,SuCS,2023
6,AS,22-10-2023 00:00,1500,5,964,95,SuCS,2023
6,AS,22-10-2023 00:00,1800,5,964,95,SuCS,2023
6,AS,22-10-2023 00:00,2100,5,966,95,SuCS,2023
6,AS,23-10-2023 00:00,0,5,968,90,SuCS,2023
6,AS,23-10-2023 00:00,300,4.5,972,85,VSCS,2023
6,AS,23-10-2023 00:00,600,4.5,976,80,VSCS,2023
6,AS,23-10-2023 00:00,900,4.5,978,80,VSCS,2023
6,AS,23-10-2023 00:00,1200,4,981,75,VSCS,2023
6,AS,23-10-2023 00:00,1500,4,984,70,VSCS,2023
6,AS,23-10-2023 00:00,1800,4,986,70,VSCS,2023
6,AS,23-10-2023 00:00,2100,4,988,65,VSCS,2023
6,AS,24-10-2023 00:00,0,3.5,990,60,SCS,2023
6,AS,24-10-2023 00:00,300,3,996,50,SCS,2023
6,AS,24-10-2023 00:00,600,2.5,1000,40,CS,2023
6,AS,24-10-2023 00:00,900,2,1002,30,DD,2023
6,AS,24-10-2023 00:00,1200,1.5,1004,25,D,2023
6,AS,24-10-2023 00:00,1200,1.5,1004,25,D,2023
6,AS,24-10-2023 00:00,1200,1.5,1004,25,D,2023
6,AS,24-10-2023 00:00,1200,1.5,1004,25,D,2023
7,BOB,21-10-2023 00:00,1800,1.5,1003,25,D,2023
7,BOB,21-10-2023 00:00,2100,1.5,1003,25,D,2023
7,BOB,22-10-2023 00:00,0,1.5,1003,25,D,2023
7,BOB,22-10-2023 00:00,300,1.5,1003,25,D,2023
7,BOB,22-10-2023 00:00,600,1.5,1003,25,D,2023
7,BOB,22-10-2023 00:00,900,1.5,1002,25,D,2023
7,BOB,22-10-2023 00:00,1200,2,1001,30,DD,2023
7,BOB,22-10-2023 00:00,1500,2,1001,30,DD,2023
7,BOB,22-10-2023 00:00,1800,2,1001,30,DD,2023
7,BOB,22-10-2023 00:00,2100,2,1001,30,DD,2023
7,BOB,23-10-2023 00:00,0,2,1001,30,DD,2023
7,BOB,23-10-2023 00:00,300,2,1001,30,DD,2023
7,BOB,23-10-2023 00:00,600,2,1000,30,DD,2023
7,BOB,23-10-2023 00:00,900,2,1000,30,DD,2023
7,BOB,23-10-2023 00:00,1200,2.5,999,35,CS,2023
7,BOB,23-10-2023 00:00,1500,2.5,998,40,CS,2023
7,BOB,23-10-2023 00:00,1800,3,998,40,CS,2023
7,BOB,23-10-2023 00:00,2100,3.5,994,50,SCS,2023
7,BOB,24-10-2023 00:00,0,3.5,990,55,SCS,2023
7,BOB,24-10-2023 00:00,300,4,984,65,VSCS,2023
7,BOB,24-10-2023 00:00,600,4,985,65,VSCS,2023
7,BOB,24-10-2023 00:00,900,4,986,65,VSCS,2023
7,BOB,24-10-2023 00:00,1200,3.5,988,55,SCS,2023
7,BOB,24-10-2023 00:00,1500,3.5,990,55,SCS,2023
7,BOB,24-10-2023 00:00,1800,3,994,50,SCS,2023
7,BOB,25-10-2023 00:00,2100,3,996,45,CS,2023
7,BOB,25-10-2023 00:00,0,2.5,999,35,CS,2023
7,BOB,25-10-2023 00:00,300,2,1003,30,DD,2023
7,BOB,25-10-2023 00:00,600,1.5,1004,25,D,2023
7,BOB,25-10-2023 00:00,600,1.5,1004,25,D,2023
7,BOB,25-10-2023 00:00,600,1.5,1004,25,D,2023
7,BOB,25-10-2023 00:00,600,1.5,1004,25,D,2023
8,BOB,15-11-2023 00:00,300,1.5,1005,25,D,2023
8,BOB,15-11-2023 00:00,600,1.5,1005,25,D,2023
8,BOB,15-11-2023 00:00,1200,1.5,1004,25,D,2023
8,BOB,15-11-2023 00:00,1800,1.5,1004,25,D,2023
8,BOB,16-11-2023 00:00,0,2,1003,30,DD,2023
8,BOB,16-11-2023 00:00,300,2,1003,30,DD,2023
8,BOB,16-11-2023 00:00,600,2,1003,30,DD,2023
8,BOB,16-11-2023 00:00,1200,2,1003,30,DD,2023
8,BOB,16-11-2023 00:00,1800,2,1002,30,DD,2023
8,BOB,17-11-2023 00:00,0,2.5,1001,35,CS,2023
8,BOB,17-11-2023 00:00,300,2.5,1000,40,CS,2023
8,BOB,17-11-2023 00:00,600,2.5,998,45,CS,2023
8,BOB,17-11-2023 00:00,900,3,996,50,SCS,2023
8,BOB,17-11-2023 00:00,1200,2.5,998,40,CS,2023
8,BOB,17-11-2023 00:00,1500,2.5,1000,35,CS,2023
8,BOB,17-11-2023 00:00,1800,2,1003,30,DD,2023
8,BOB,18-11-2023 00:00,0,1.5,1005,20,D,2023
8,BOB,18-11-2023 00:00,0,1.5,1005,20,D,2023
8,BOB,18-11-2023 00:00,0,1.5,1005,20,D,2023
8,BOB,18-11-2023 00:00,0,1.5,1005,20,D,2023
9,BOB,01.12.23,0,1.5,1002,20,D,2023
9,BOB,01.12.23,300,1.5,1002,20,D,2023
9,BOB,01.12.23,600,1.5,1002,25,D,2023
9,BOB,01.12.23,1200,1.5,1001,25,D,2023
9,BOB,01.12.23,1800,1.5,1000,25,D,2023
9,BOB,01.12.23,0,2,998,30,DD,2023
9,BOB,02.12.23,300,2,997,30,DD,2023
9,BOB,02.12.23,600,2,997,30,DD,2023
9,BOB,02.12.23,1200,2,997,30,DD,2023
9,BOB,02.12.23,1800,2,996,30,DD,2023
9,BOB,03.12.23,0,2.5,995,35,CS,2023
9,BOB,03.12.23,300,2.5,995,35,CS,2023
9,BOB,03.12.23,600,2.5,995,35,CS,2023
9,BOB,03.12.23,900,2.5,995,35,CS,2023
9,BOB,03.12.23,1200,2.5,995,35,CS,2023
9,BOB,03.12.23,1500,2.5,994,40,CS,2023
9,BOB,03.12.23,1800,3,992,45,CS,2023
9,BOB,03.12.23,2100,3,992,45,CS,2023
9,BOB,04.12.23,0,3,992,45,CS,2023
9,BOB,04.12.23,300,3,988,50,SCS,2023
9,BOB,04.12.23,600,3,988,50,SCS,2023
9,BOB,04.12.23,900,3,988,50,SCS,2023
9,BOB,04.12.23,1200,3.5,986,55,SCS,2023
9,BOB,04.12.23,1500,3.5,986,55,SCS,2023
9,BOB,04.12.23,1800,3.5,986,55,SCS,2023
9,BOB,04.12.23,2100,3.5,986,55,SCS,2023
9,BOB,05.12.23,0,3.5,988,50,SCS,2023
9,BOB,05.12.23,300,3.5,988,50,SCS,2023
9,BOB,05.12.23,600,3,988,50,SCS,2023
9,BOB,05.12.23,900,3,990,50,SCS,2023
9,BOB,05.12.23,1200,2.5,996,40,CS,2023
9,BOB,05.12.23,1500,2.5,998,35,CS,2023
9,BOB,05.12.23,1800,2,1000,30,DD,2023
9,BOB,06.12.23,0,1.5,1004,20,D,2023
1,BOB,24-05-2024 00:00,0,1.5,996,25,D,2024
1,BOB,24-05-2024 00:00,300,1.5,996,25,D,2024
1,BOB,24-05-2024 00:00,600,1.5,996,25,D,2024
1,BOB,24-05-2024 00:00,1200,1.5,995,25,D,2024
1,BOB,24-05-2024 00:00,1800,1.5,995,25,D,2024
1,BOB,25-05-2024 00:00,0,2,993,30,DD,2024
1,BOB,25-05-2024 00:00,300,2,992,30,DD,2024
1,BOB,25-05-2024 00:00,600,2,991,30,DD,2024
1,BOB,25-05-2024 00:00,1200,2.5,990,35,CS,2024
1,BOB,25-05-2024 00:00,1500,2.5,989,35,CS,2024
1,BOB,25-05-2024 00:00,1800,2.5,988,40,CS,2024
1,BOB,25-05-2024 00:00,2100,2.5,986,45,CS,2024
1,BOB,26-05-2024 00:00,0,3,984,50,SCS,2024
1,BOB,26-05-2024 00:00,300,3,984,50,SCS,2024
1,BOB,26-05-2024 00:00,600,3.5,983,50,SCS,2024
1,BOB,26-05-2024 00:00,900,3.5,981,55,SCS,2024
1,BOB,26-05-2024 00:00,1200,3.5,978,60,SCS,2024
1,BOB,26-05-2024 00:00,1500,3.5,978,60,SCS,2024
1,BOB,26-05-2024 00:00,1800,3.5,978,60,SCS,2024
1,BOB,26-05-2024 00:00,2100,3.5,980,55,SCS,2024
1,BOB,27-05-2024 00:00,0,3,982,45,CS,2024
1,BOB,27-05-2024 00:00,300,2.5,984,40,CS,2024
1,BOB,27-05-2024 00:00,600,2.5,985,35,CS,2024
1,BOB,27-05-2024 00:00,900,2.5,986,35,CS,2024
1,BOB,27-05-2024 00:00,1200,2.5,987,35,CS,2024
1,BOB,27-05-2024 00:00,1500,2,988,30,DD,2024
1,BOB,27-05-2024 00:00,1800,2,990,30,DD,2024
1,BOB,28-05-2024 00:00,0,1.5,991,20,D,2024
1,BOB,28-05-2024 00:00,300,1.5,992,20,D,2024
1,BOB,28-05-2024 00:00,600,1.5,993,20,D,2024
1,BOB,28-05-2024 00:00,600,1.5,993,20,D,2024
2,BOB,19-07-2024 00:00,300,1.5,992,3,D,2024
2,BOB,19-07-2024 00:00,600,1.5,992,3,D,2024
2,BOB,19-07-2024 00:00,1200,1.5,990,4,D,2024
2,BOB,19-07-2024 00:00,1800,1.5,990,4,D,2024
2,BOB,20-07-2024 00:00,0,1.5,991,4,D,2024
2,BOB,20-07-2024 00:00,300,1.5,992,3,D,2024
2,BOB,20-07-2024 00:00,600,1.5,992,3,D,2024
2,BOB,20-07-2024 00:00,600,1.5,992,3,D,2024
2,BOB,20-07-2024 00:00,600,1.5,992,3,D,2024
3,Land,02-08-2024 00:00,1200,1.5,992,20,D,2024
3,Land,02-08-2024 00:00,1800,1.5,992,20,D,2024
3,Land,03-08-2024 00:00,0,1.5,991,25,D,2024
3,Land,03-08-2024 00:00,300,2,990,30,DD,2024
3,Land,03-08-2024 00:00,600,2,988,30,DD,2024
3,Land,03-08-2024 00:00,1200,2,988,30,DD,2024
3,Land,03-08-2024 00:00,1800,2,990,30,DD,2024
3,Land,04-08-2024 00:00,0,2,990,30,DD,2024
3,Land,04-08-2024 00:00,300,2,991,30,DD,2024
3,Land,04-08-2024 00:00,600,2,992,30,DD,2024
3,Land,04-08-2024 00:00,1200,2,992,30,DD,2024
3,Land,04-08-2024 00:00,1800,2,993,30,DD,2024
3,Land,05-08-2024 00:00,0,1.5,994,25,D,2024
3,Land,05-08-2024 00:00,300,1.5,994,25,D,2024
3,Land,05-08-2024 00:00,600,1.5,994,25,D,2024
3,Land,05-08-2024 00:00,1200,1.5,994,20,D,2024
3,Land,05-08-2024 00:00,1800,1.5,996,20,D,2024
3,Land,05-08-2024 00:00,1800,1.5,996,20,D,2024
3,Land,05-08-2024 00:00,1800,1.5,996,20,D,2024
4,Land,25-08-2024 00:00,0,1.5,997,20,D,2024
4,Land,25-08-2024 00:00,300,1.5,997,20,D,2024
4,Land,25-08-2024 00:00,600,1.5,996,20,D,2024
4,Land,25-08-2024 00:00,1200,1.5,996,25,D,2024
4,Land,25-08-2024 00:00,1800,2,995,30,DD,2024
4,Land,26-08-2024 00:00,0,2,995,30,DD,2024
4,Land,26-08-2024 00:00,300,2,995,30,DD,2024
4,Land,26-08-2024 00:00,600,2,995,30,DD,2024
4,Land,26-08-2024 00:00,1200,2,995,30,DD,2024
4,Land,26-08-2024 00:00,1800,2,995,30,DD,2024
4,Land,27-08-2024 00:00,0,2,995,30,DD,2024
4,Land,27-08-2024 00:00,300,2,995,30,DD,2024
4,Land,27-08-2024 00:00,600,2,995,30,DD,2024
4,Land,27-08-2024 00:00,1200,2,995,30,DD,2024
4,Land,27-08-2024 00:00,1800,2,995,30,DD,2024
4,Land,28-08-2024 00:00,0,2,995,30,DD,2024
4,Land,28-08-2024 00:00,300,2,995,30,DD,2024
4,Land,28-08-2024 00:00,600,2,994,30,DD,2024
4,Land,28-08-2024 00:00,1200,2,994,30,DD,2024
4,Land,28-08-2024 00:00,1800,2,994,30,DD,2024
4,Land,29-08-2024 00:00,0,2,994,30,DD,2024
4,Land,29-08-2024 00:00,300,2,994,30,DD,2024
4,Land,29-08-2024 00:00,600,2,994,30,DD,2024
4,Land,29-08-2024 00:00,1200,2,994,30,DD,2024
4,Land,29-08-2024 00:00,1800,2,994,30,DD,2024
4,Land,30-08-2024 00:00,0,2,994,30,DD,2024
4,Land,30-08-2024 00:00,300,2,994,30,DD,2024
4,Land,30-08-2024 00:00,600,2.5,992,35,CS,2024
4,Land,30-08-2024 00:00,900,2.5,992,35,CS,2024
4,Land,30-08-2024 00:00,1200,2.5,992,35,CS,2024
4,Land,30-08-2024 00:00,1500,2.5,991,35,CS,2024
4,Land,30-08-2024 00:00,1800,2.5,991,35,CS,2024
4,Land,30-08-2024 00:00,2100,2.5,991,35,CS,2024
4,Land,31-08-2024 00:00,0,2.5,990,40,CS,2024
4,Land,31-08-2024 00:00,300,2.5,990,40,CS,2024
4,Land,31-08-2024 00:00,600,2.5,990,40,CS,2024
4,Land,31-08-2024 00:00,900,2.5,990,40,CS,2024
4,Land,31-08-2024 00:00,1200,2.5,990,40,CS,2024
4,Land,31-08-2024 00:00,1500,2.5,990,40,CS,2024
4,Land,31-08-2024 00:00,1800,2.5,990,40,CS,2024
4,Land,31-08-2024 00:00,2100,2.5,990,40,CS,2024
4,Land,01-09-2024 00:00,0,2.5,990,40,CS,2024
4,Land,01-09-2024 00:00,300,2.5,992,35,CS,2024
4,Land,01-09-2024 00:00,600,2.5,994,35,CS,2024
4,Land,01-09-2024 00:00,900,2.5,994,35,CS,2024
4,Land,01-09-2024 00:00,1200,2,996,30,DD,2024
4,Land,01-09-2024 00:00,1800,2,997,30,DD,2024
4,Land,02-09-2024 00:00,0,1.5,998,20,D,2024
4,Land,02-09-2024 00:00,300,1.5,999,20,D,2024
4,Land,02-09-2024 00:00,300,1.5,999,20,D,2024
4,Land,02-09-2024 00:00,300,1.5,999,20,D,2024
