accuracy,loss,val_accuracy,val_loss
0.4220646321773529,1.4847688674926758,0.4656584858894348,1.1955797672271729
0.5128447413444519,1.1512908935546875,0.5784499049186707,0.9635974168777466
0.5941686630249023,0.9297972917556763,0.7019533514976501,0.7004344463348389
0.6674546599388123,0.7756285667419434,0.7435413002967834,0.5800703167915344
0.7060677409172058,0.6819597482681274,0.8317580223083496,0.518341600894928
0.7544523477554321,0.5978699922561646,0.8512917160987854,0.45547834038734436
0.7817178964614868,0.5376957654953003,0.8670447468757629,0.3815414011478424
0.793380618095398,0.512900173664093,0.8802772760391235,0.3790236711502075
0.8233254551887512,0.4533315598964691,0.8790169954299927,0.3142191171646118
0.8384554982185364,0.4230949580669403,0.9067422747612,0.28144705295562744
0.8493301868438721,0.393178790807724,0.9287964701652527,0.24216406047344208
0.8647754192352295,0.36404290795326233,0.916824221611023,0.2304094135761261
0.8726556301116943,0.34118515253067017,0.9395084977149963,0.19471652805805206
0.8665090799331665,0.3370959758758545,0.9256458878517151,0.20331424474716187
0.885263979434967,0.3125546872615814,0.9357277750968933,0.18760181963443756
0.88353031873703,0.30698874592781067,0.9451795816421509,0.1574973315000534
0.8910953402519226,0.28541073203086853,0.9388783574104309,0.17973311245441437
0.9057525396347046,0.2588554322719574,0.9432892203330994,0.1675845980644226
0.911426305770874,0.2577929198741913,0.9300566911697388,0.17779499292373657
0.9142631888389587,0.2504887878894806,0.9527410268783569,0.14042313396930695
0.9089046716690063,0.25089573860168457,0.9451795816421509,0.14750225841999054
0.9248226881027222,0.22602234780788422,0.9451795816421509,0.14551396667957306
0.9204097986221313,0.23344047367572784,0.9558916091918945,0.13124871253967285
0.9167848825454712,0.23597705364227295,0.954001247882843,0.12553265690803528
0.9155240058898926,0.23221561312675476,0.9590421915054321,0.12761729955673218
0.9279747605323792,0.21138061583042145,0.9647132754325867,0.11658245325088501
0.9270291328430176,0.2139422446489334,0.954001247882843,0.12907811999320984
0.9276595711708069,0.2172730565071106,0.9596723318099976,0.11875303834676743
0.9281324148178101,0.21360665559768677,0.9571518301963806,0.1303132027387619
0.9303388595581055,0.20847651362419128,0.9508506655693054,0.12313060462474823
0.9323877096176147,0.20054836571216583,0.9628229141235352,0.12532106041908264
