accuracy,loss,val_accuracy,val_loss
0.24523846805095673,36.444976806640625,0.20201385021209717,4.128923416137695
0.3061545789241791,10.163360595703125,0.5066079497337341,1.3530266284942627
0.33511728048324585,4.432769298553467,0.5286343693733215,1.29588782787323
0.35589486360549927,2.6427977085113525,0.465072363615036,1.3416811227798462
0.381394624710083,2.000828742980957,0.48458150029182434,1.2386553287506104
0.407209187746048,1.6956238746643066,0.4877281188964844,1.1927169561386108
0.41838502883911133,1.5338068008422852,0.4839521646499634,1.1669939756393433
0.42908862233161926,1.4249708652496338,0.5040906071662903,1.1368931531906128
0.45238471031188965,1.3341983556747437,0.5802391171455383,1.0906212329864502
0.49031952023506165,1.225364327430725,0.6620516180992126,0.9937956929206848
0.5197544693946838,1.1443588733673096,0.7256135940551758,0.8436345458030701
0.5624114871025085,1.0430516004562378,0.6249213218688965,0.8018878698348999
0.5855501294136047,0.9834784269332886,0.8244178891181946,0.6953586935997009
0.6302534341812134,0.9153223633766174,0.8546255230903625,0.6096312999725342
0.6385959386825562,0.8828738331794739,0.7835116386413574,0.6442500948905945
0.6832992434501648,0.8134412169456482,0.9137822389602661,0.5502973198890686
0.7007712721824646,0.7691892385482788,0.9590937495231628,0.5310554504394531
0.7248544096946716,0.729503870010376,0.937696635723114,0.5063145756721497
0.7333543300628662,0.7016928195953369,0.920075535774231,0.4732172191143036
0.7435857057571411,0.6710662841796875,0.9194461703300476,0.42264705896377563
0.7492523193359375,0.6675609350204468,0.8804279565811157,0.4632173478603363
0.7575948238372803,0.6450332403182983,0.911264955997467,0.37570077180862427
0.7701873183250427,0.6075926423072815,0.9465072154998779,0.38598576188087463
0.7448449730873108,0.6390464305877686,0.9207048416137695,0.366515576839447
0.7848260402679443,0.5715766549110413,0.9351793527603149,0.3725856840610504
0.7904926538467407,0.5723937153816223,0.9351793527603149,0.3224729001522064
0.797261118888855,0.5445623993873596,0.9540591835975647,0.3459096848964691
0.8015111088752747,0.5169806480407715,0.9282567501068115,0.28120195865631104
0.803242564201355,0.5147773027420044,0.9653870463371277,0.2862693965435028
0.8022981286048889,0.5046087503433228,0.930144727230072,0.31919726729393005
0.8074924945831299,0.4959868788719177,0.9269981384277344,0.3199552297592163
0.8090665936470032,0.5058022141456604,0.9622403979301453,0.3061482012271881
0.8186683654785156,0.4657552242279053,0.9521712064743042,0.33341601490974426
0.8311034440994263,0.45353949069976807,0.9653870463371277,0.25544440746307373
0.8238627314567566,0.46913036704063416,0.9421019554138184,0.3271319270133972
0.8292145729064941,0.46893614530563354,0.9647576808929443,0.264630526304245
0.8471588492393494,0.4255061745643616,0.9691630005836487,0.25736260414123535
0.8514087796211243,0.41191235184669495,0.9716802835464478,0.21477454900741577
0.8347237706184387,0.4570176899433136,0.9219635128974915,0.29572275280952454
0.8503069281578064,0.4024839699268341,0.9358086585998535,0.26135432720184326
0.8706123232841492,0.39058318734169006,0.9578351378440857,0.2999608516693115
0.865732729434967,0.38909387588500977,0.9490245580673218,0.22361138463020325
0.867779016494751,0.37566912174224854,0.9697923064231873,0.21121366322040558
0.8728159666061401,0.36932092905044556,0.9414726495742798,0.19639258086681366
0.8732882142066956,0.36988356709480286,0.9534298181533813,0.2288772314786911
0.8754919171333313,0.3702678978443146,0.9710509777069092,0.2368963062763214
0.8764363527297974,0.3709700107574463,0.9572057723999023,0.2332625538110733
0.8827325701713562,0.357402503490448,0.9634990692138672,0.20623035728931427
0.8902880549430847,0.33675050735473633,0.9590937495231628,0.19969530403614044
0.895010232925415,0.3323138952255249,0.9553177952766418,0.18966129422187805
