accuracy,loss,val_accuracy,val_loss
0.48558828234672546,1.2386723756790161,0.6108312606811523,0.8259690999984741
0.6602614521980286,0.831725001335144,0.751889169216156,0.6174501180648804
0.7257835865020752,0.6834343075752258,0.8438287377357483,0.48240742087364197
0.7812253832817078,0.585007905960083,0.8400503993034363,0.44352656602859497
0.8001260161399841,0.5466455221176147,0.8891687393188477,0.36432352662086487
0.8284769058227539,0.4782482087612152,0.8822417855262756,0.33781197667121887
0.8365097045898438,0.4510040879249573,0.8885390162467957,0.31445613503456116
0.8554102778434753,0.4117313325405121,0.9263224005699158,0.28473585844039917
0.8714758157730103,0.3803107738494873,0.9149873852729797,0.25765177607536316
0.8798235654830933,0.3487693667411804,0.9256926774978638,0.22585095465183258
0.8878563642501831,0.32827433943748474,0.9282115697860718,0.21659600734710693
0.9002992510795593,0.30593109130859375,0.9515113234519958,0.18706215918064117
0.9050244092941284,0.2871009409427643,0.9439546465873718,0.18597951531410217
0.9062844514846802,0.27691423892974854,0.9502518773078918,0.18417513370513916
0.9151047468185425,0.2562452256679535,0.9596977233886719,0.16104088723659515
0.9180973172187805,0.24756166338920593,0.9559193849563599,0.16336707770824432
0.9198299050331116,0.24553419649600983,0.9609571695327759,0.1611713469028473
0.9281776547431946,0.22919751703739166,0.9603274464607239,0.1524854600429535
0.9292802214622498,0.22412045300006866,0.9458438158035278,0.18443092703819275
0.9267601370811462,0.22369512915611267,0.9395465850830078,0.17927250266075134
0.9392030239105225,0.20519158244132996,0.9641057848930359,0.14818376302719116
0.9335328340530396,0.21233564615249634,0.9534004926681519,0.1799456626176834
0.9277051687240601,0.20787937939167023,0.9609571695327759,0.15520744025707245
0.939675509929657,0.19807666540145874,0.9678841233253479,0.1442711353302002
0.9412505626678467,0.19437165558338165,0.9659949541091919,0.1508217304944992
0.9410930871963501,0.19156450033187866,0.9634760618209839,0.15481911599636078
0.9426681399345398,0.18386177718639374,0.9527707695960999,0.173541858792305
0.941723108291626,0.17850162088871002,0.9666246771812439,0.15639856457710266
0.9415655732154846,0.1953204721212387,0.9710327386856079,0.13577377796173096
0.9455032348632812,0.18244384229183197,0.9628463387489319,0.13976658880710602
0.9466057419776917,0.17499788105487823,0.9678841233253479,0.1313520222902298
0.9442431926727295,0.17647749185562134,0.9634760618209839,0.13937823474407196
0.9469207525253296,0.16937074065208435,0.9685138463973999,0.13277731835842133
0.9484958052635193,0.16372448205947876,0.9678841233253479,0.1369120180606842
0.9562135934829712,0.15623536705970764,0.9767002463340759,0.13773170113563538
0.9511734247207642,0.16364577412605286,0.9710327386856079,0.13655316829681396
